cliente,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,cargo mensual,cargo total,Cuentas_Diarias,Gasto_Diario_Historico,internet_Fiber optic,internet_No,telefono_Yes,cancelacion_Yes
7924-gjzfi,Female,1,Yes,No,25,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,0.1520173424436046,2.4174666666666664,true,False,true,False
7925-pnrgi,Female,0,Yes,Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,3541.1,0.5503245530790974,2.623037037037037,false,False,true,False
7926-ijoou,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,-1.5075960352042825,0.6433333333333333,false,True,true,False
7927-auxbz,Female,0,No,No,30,No,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,0.6781147831579848,2.839888888888889,true,False,true,True
7928-vjyab,Male,0,Yes,Yes,11,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0.8590126413216045,3.0915151515151518,true,False,true,False
7929-dmbcv,Female,0,Yes,No,20,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,0.5403668728132103,2.806166666666667,true,False,true,False
7929-skfgk,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,8244.3,1.645669382326703,3.9258571428571427,true,False,true,False
7931-pxhfc,Male,0,No,No,38,No,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.3,2354.8,-0.08032853042709967,2.0656140350877195,false,False,true,True
7932-wptds,Female,1,Yes,No,1,No phone service,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,-1.325038563663015,0.8266666666666667,false,False,false,True
7938-ouhio,Male,0,No,No,3,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,1.1278700085005622,3.2627777777777776,true,False,true,True
7940-uqqug,Female,0,Yes,Yes,64,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,1.3170659335524213,3.5008333333333335,true,False,true,False
7941-rcjow,Male,0,No,No,65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,-1.499297968316043,0.624948717948718,false,True,true,False
7943-rqchr,Female,0,No,No,9,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,0.996760551666379,3.2959259259259257,true,False,true,True
7945-hlkea,Female,0,No,No,60,Yes,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,0.0009925250776466885,2.2441666666666666,false,False,true,False
7945-prbvf,Male,0,No,No,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,-1.4362326599654236,0.6718571428571429,false,True,true,False
7950-xwovn,Male,0,No,No,11,No phone service,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.7,383.55,-0.9964351148887333,1.1622727272727273,false,False,false,False
7951-qkzpl,Female,0,Yes,Yes,33,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5,740.3,-1.3349962439289023,0.7477777777777778,false,True,true,True
7951-vrdvk,Female,0,No,No,36,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,0.7013493704450549,2.781064814814815,false,False,true,False
7952-oboyl,Male,0,No,No,3,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,0.8341184406568858,2.716111111111111,true,False,true,False
7954-mlbun,Male,0,No,No,31,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,3109.9,1.1527642091652803,3.343978494623656,true,False,true,False
7956-xqwgu,Male,0,No,No,27,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.4,460.25,-1.504276808448987,0.5682098765432099,false,True,true,False
7957-ryhqd,Female,1,No,No,40,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,0.4806207912178863,2.694875,true,False,true,True
7963-gqrmy,Female,0,Yes,Yes,3,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,134.5,-0.6777893463803392,1.4944444444444445,false,False,true,True
7963-shndt,Female,0,No,No,52,No phone service,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,-0.8503891376557191,1.270576923076923,false,False,false,False
7964-vexdg,Male,0,No,Yes,21,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,1747.2,0.5187918989037875,2.7733333333333334,true,False,true,False
7964-yesjc,Female,0,Yes,No,24,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.3,1559.45,0.052440539784731274,2.1659027777777777,false,False,true,False
7964-zrkkg,Male,0,Yes,No,67,Yes,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.4,5798.3,0.7859896527050975,2.884726368159204,true,False,true,False
7966-yotqw,Male,0,No,No,10,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,-0.33922821734017006,1.8940000000000001,false,False,true,False
7967-hycde,Male,0,No,No,8,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,0.1984865170177456,2.305833333333333,true,False,true,False
7968-bcbqb,Female,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,0.321297906963689,2.397777777777778,true,False,true,False
7968-quxns,Male,0,No,No,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,-1.5192133288478178,0.6119444444444445,false,True,true,False
7969-aulmz,Female,0,No,No,21,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5,1.0830604473040688,3.3642857142857143,true,False,true,True
7969-ffowg,Male,0,Yes,Yes,65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,-1.487680674672508,0.6628717948717948,false,True,true,False
7971-hlvxi,Male,0,Yes,Yes,72,Yes,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,0.6565398092485624,2.8383564814814815,true,False,true,False
7973-dzrkh,Female,0,No,Yes,66,Yes,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.95,5930.05,0.8706299349651397,2.9949747474747475,true,False,true,False
7975-jmznt,Male,0,Yes,No,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,0.8955241356298579,3.0686363636363634,false,False,true,False
7975-tzmlr,Male,0,No,No,47,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,1.273915985733576,3.4675886524822697,true,False,true,False
7976-cicys,Male,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.7,83.75,-1.4611268606301417,0.6979166666666666,false,True,true,False
7977-hxjku,Male,0,No,Yes,21,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,397.0,-1.4976383549383954,0.6301587301587301,false,True,true,False
7978-dkuqh,Female,0,Yes,No,25,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,0.32793636047428026,2.397,true,False,true,False
7979-corpm,Male,0,No,No,24,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,0.8573530279439563,3.1702083333333335,true,False,true,True
7979-yhufg,Male,0,No,No,8,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,551.35,0.1785711564859705,2.2972916666666667,true,False,true,False
7980-mhflq,Female,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.9,1859.2,-1.3217193369077191,0.8607407407407408,false,True,true,False
7982-vcelr,Female,0,No,No,36,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,0.9984201650440266,3.301527777777778,true,False,true,False
7989-awgeh,Male,0,Yes,Yes,49,No phone service,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,1838.15,-0.8470699109004233,1.2504421768707483,false,False,false,False
7989-chgtl,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,-1.4976383549383954,0.6533333333333334,false,True,true,True
7989-vcqoh,Male,0,Yes,Yes,18,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,1611.15,0.6150494748073649,2.983611111111111,false,False,true,False
7993-nqlje,Male,0,Yes,Yes,15,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,0.34453249425075905,2.5589999999999997,true,False,true,False
7993-pykof,Male,0,Yes,No,8,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.95,0.34121326749546366,2.637291666666667,true,False,true,True
7994-uyivz,Male,0,Yes,No,8,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,659.45,0.6947109169344636,2.7477083333333336,true,False,true,False
7994-xirtr,Male,1,No,No,54,No,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.25,3529.95,0.0175886588541255,2.178981481481481,false,False,true,False
7995-zhhnz,Male,0,Yes,No,42,Yes,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.1,2386.85,-0.28612058925543754,1.8943253968253968,false,False,true,False
7996-bpxhy,Female,0,Yes,Yes,13,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,-1.3184001101524232,0.8525641025641025,false,True,true,False
7996-mhxlw,Female,0,No,No,66,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1683.6,-1.3134212700194798,0.8503030303030302,false,True,true,False
7997-eassd,Female,0,Yes,No,63,Yes,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,0.5470053263238015,2.627037037037037,true,False,true,False
7998-wnzem,Male,0,No,No,71,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,0.5270899657920269,2.6799061032863847,false,False,true,False
7998-zlxwn,Female,0,Yes,No,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,-1.4694249275183813,0.7351111111111112,false,True,true,False
8000-reiqb,Female,1,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,0.17359231635302697,2.3316666666666666,true,False,true,True
8003-ewndz,Female,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.2,222.65,-1.444530726853663,0.7421666666666666,false,True,true,False
8006-pycsw,Female,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,39.8,-1.4810422211619165,0.6633333333333333,false,True,true,False
8007-yypwd,Female,0,No,No,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1,-1.3167404967747756,0.8202222222222223,false,True,true,False
8008-esflk,Female,0,Yes,No,53,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,1.5195387656254633,3.670125786163522,true,False,true,False
8008-hawed,Male,0,No,No,14,No phone service,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,-0.4636992206637616,1.6970238095238095,false,False,false,True
8008-otezx,Female,0,Yes,Yes,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,708.8,-1.4959787415607475,0.675047619047619,false,True,true,False
8010-ezlou,Male,1,No,No,15,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,0.5138130587708439,2.705,true,False,true,True
8012-soudq,Female,1,No,No,43,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,0.8473953476780692,2.97577519379845,true,False,true,False
8015-ihcgw,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,8425.15,1.6855001033902524,3.900532407407407,true,False,true,False
8016-ncfvo,Male,1,No,No,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,1.71869237094321,3.8682121212121214,true,False,true,False
8016-zmgmo,Female,1,Yes,No,66,Yes,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,0.20346535715068872,2.393358585858586,false,False,true,False
8017-lxhfa,Female,1,No,No,23,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,0.996760551666379,3.3240579710144926,true,False,true,True
8017-uvszu,Female,0,Yes,No,40,Yes,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,-0.26952445547895876,1.9825833333333334,false,False,true,False
8019-enhxu,Male,0,Yes,No,42,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,1.1527642091652803,3.2841666666666667,true,False,true,True
8020-bwhyl,Female,1,No,No,15,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,0.35117094776135077,2.549888888888889,true,False,true,True
8022-becsi,Male,0,No,No,22,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,-1.4976383549383954,0.6401515151515151,false,True,true,False
8023-qhaio,Female,1,Yes,No,56,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,0.40261896246843537,2.5450892857142855,true,False,true,False
8024-xnafq,Female,1,No,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,1.4166427362112946,3.587384259259259,true,False,true,False
8028-pnxhq,Male,0,Yes,Yes,62,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,-1.3432943108171418,0.7659139784946236,false,True,true,False
8029-gahzz,Female,1,Yes,No,71,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.7,7904.25,1.4929849515830973,3.7109154929577466,true,False,true,False
8029-xypwt,Male,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.05,8016.6,1.6705635829914212,3.7636619718309863,true,False,true,False
8033-atfas,Female,0,Yes,Yes,39,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.85,2341.5,-0.16164958593184603,2.0012820512820513,false,False,true,False
8033-vczgh,Male,0,Yes,No,50,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,1.3021294131535905,3.4875333333333334,true,False,true,False
8034-rytvv,Female,0,No,No,55,Yes,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),84.25,4589.85,0.6482417423603226,2.781727272727273,true,False,true,False
8035-buyvg,Male,0,Yes,No,40,No phone service,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,-0.7425142681086067,1.430375,false,False,false,True
8035-pwsev,Female,0,No,No,6,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,487.05,0.8142030801251116,2.7058333333333335,true,False,true,False
8039-aclpl,Female,0,Yes,Yes,72,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888.2,0.13376159528947762,2.2630555555555554,false,False,true,False
8039-eqpim,Male,0,Yes,No,69,No phone service,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.25,4055.5,-0.14837267891066305,1.9591787439613526,false,False,false,False
8040-mnrtf,Female,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,0.21176342403892814,2.3699999999999997,true,False,true,False
8041-tmeid,Male,1,Yes,No,63,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.5,6991.9,1.453154230519548,3.6994179894179893,true,False,true,False
8042-jvnfh,Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,71.35,0.22006149092716754,2.378333333333333,true,False,true,True
8042-rnlko,Male,0,No,No,66,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,1699.15,-1.3034635897535927,0.8581565656565657,false,True,true,False
8043-pnysd,Male,0,Yes,Yes,63,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,-1.499297968316043,0.659047619047619,false,True,true,False
8044-bgwpi,Male,0,Yes,Yes,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,-1.4461903402313108,0.8501388888888889,false,True,true,False
8046-dnvtl,Male,0,Yes,No,62,No phone service,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.6,2345.55,-0.8669852714321982,1.2610483870967744,false,False,false,False
8048-dsdfq,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,-1.4777229944066206,0.6733333333333333,false,True,true,False
8049-wjclq,Male,0,Yes,Yes,10,No,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.2,563.5,-0.15003229228831078,1.8783333333333334,false,False,true,False
8050-dvojx,Male,1,No,No,49,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,4060.9,0.5519841664567451,2.762517006802721,false,False,true,False
8050-wybnd,Female,0,No,Yes,22,No phone service,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,-0.5068491684826065,1.562727272727273,false,False,false,False
8050-xgrvl,Female,0,Yes,Yes,62,No,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,-0.33093015045193064,1.8415860215053763,false,False,true,False
8051-hjrlt,Female,1,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,0.1935076768848016,2.3516666666666666,true,False,true,True
8053-wwdro,Female,0,Yes,No,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,-1.500957581693691,0.8127777777777778,false,True,true,True
8058-dmyru,Male,1,No,No,54,Yes,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,0.8407568941674775,3.044320987654321,true,False,true,False
8058-intph,Female,0,No,No,1,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,0.4955573116167174,2.6550000000000002,true,False,true,True
8058-jmeqo,Female,1,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,0.6548801958709143,2.824074074074074,true,False,true,True
8059-udzfy,Female,1,No,Yes,33,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,1.3485985877277307,3.5000505050505053,true,False,true,False
8060-hiwjj,Male,0,No,No,64,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,0.7245839577321254,2.9336197916666666,false,False,true,False
8062-ybdoe,Male,1,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,0.16363463608713985,2.3216666666666668,true,False,true,True
8063-gbatb,Female,1,No,No,27,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,0.6814340099132806,2.8237654320987655,true,False,true,True
8063-rjynf,Male,0,No,No,16,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,0.9801644178899002,3.090104166666667,true,False,true,True
8064-ravoh,Male,0,No,Yes,1,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,-0.4935722614614236,1.6616666666666666,false,False,true,False
8065-bvepf,Male,1,No,No,65,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,1.141146915521745,3.331358974358974,true,False,true,False
8065-qbyto,Female,1,No,No,71,Yes,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),99.65,7181.25,1.159402662675872,3.3714788732394365,true,False,true,False
8065-ykxkd,Female,0,No,No,10,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,0.33291520060722424,2.6654999999999998,true,False,true,True
8066-poxgx,Female,0,No,No,13,No phone service,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,446.1,-0.9831582078675501,1.143846153846154,false,False,false,True
8067-nioym,Female,0,Yes,Yes,24,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,490.65,-1.4478499536089586,0.6814583333333333,false,True,true,False
8069-rhuxk,Female,0,Yes,Yes,67,No phone service,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,-0.9632428473357755,1.2665174129353234,false,False,false,False
8069-yqqaj,Male,0,No,No,14,No phone service,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,-1.1159272780793812,0.9992857142857142,false,False,false,False
8070-aawzp,Male,1,Yes,No,24,No phone service,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,-1.0113716352875644,1.1502777777777777,false,False,false,False
8071-sbtrn,Female,0,No,No,70,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.15,7737.55,1.5411137395348862,3.684547619047619,true,False,true,False
8073-ijdcm,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,-1.4744037676513246,0.6766666666666666,false,True,true,True
8075-gxiub,Male,1,Yes,No,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,183.15,-1.4893402880501558,0.6783333333333333,false,True,true,False
8076-fezkj,Male,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,-1.500957581693691,0.7528333333333334,false,True,true,False
8079-xrjrs,Male,0,Yes,No,65,Yes,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,0.8307992139015904,2.958769230769231,true,False,true,True
8080-ddemj,Male,1,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,-0.6512355323379727,1.5033333333333334,false,False,true,True
8080-potjr,Female,0,No,No,30,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.3,2427.1,0.4839400179731817,2.6967777777777777,false,False,true,False
8082-ghxop,Male,0,No,Yes,13,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.0,659.35,-0.6877470266462264,1.6906410256410258,false,False,true,False
8083-ytzes,Male,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,0.31963829358604084,2.21125,true,False,true,True
8084-oivbs,Female,0,No,No,11,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,211.95,-1.4843614479172123,0.6422727272727272,false,True,true,False
8085-msnlk,Female,0,Yes,No,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,6891.4,1.6340520886831678,3.7050537634408602,true,False,true,False
8086-ovpwv,Male,0,No,No,2,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,0.5138130587708439,3.018333333333333,true,False,true,True
8087-lgyhq,Male,0,No,No,9,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,0.9735259643793084,3.006111111111111,true,False,true,False
8089-uzwlx,Female,1,No,No,71,Yes,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,1.305448639908886,3.4805399061032865,true,False,true,False
8091-ttvax,Male,0,Yes,No,58,Yes,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,1.1826372499629423,3.265,true,False,true,False
8092-nltgf,Male,0,No,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,-1.326698177040663,0.8229629629629629,false,True,true,False
8095-wanwk,Female,0,No,No,10,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,-0.6462566922050292,1.429,false,False,true,False
8096-loist,Female,0,No,No,19,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,-0.2828013625001417,1.9182456140350879,false,False,true,False
8097-omulg,Male,0,Yes,Yes,59,No,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,4541.9,0.3992997357131395,2.5660451977401126,false,False,true,False
8097-vbqtz,Male,0,No,No,54,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,0.17193270297537924,2.3970987654320988,false,False,true,False
8098-llazx,Female,1,No,No,4,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,1.0199951389534494,3.3008333333333337,true,False,true,True
8098-tdcbu,Female,0,Yes,No,42,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,1108.2,-1.310102043264184,0.8795238095238096,false,True,true,False
8099-mzpuj,Male,0,Yes,Yes,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,5443.65,1.5626887134443084,3.7803125,true,False,true,False
8100-hzzlj,Female,0,No,Yes,43,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,-0.025561288964719233,2.1217441860465116,false,False,true,False
8100-pnjmh,Male,0,Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.85,6132.7,0.8009261731039282,3.0062254901960785,false,False,true,False
8104-oskwt,Female,0,No,No,12,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,1001.2,0.5005361517496605,2.781111111111111,true,False,true,False
8106-gwqok,Male,0,Yes,No,38,No phone service,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.0,2193.2,-0.15667074579890247,1.9238596491228068,false,False,false,False
8107-kncim,Male,1,Yes,No,14,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,0.34453249425075905,2.4127380952380952,true,False,true,False
8107-rzlnv,Male,0,Yes,No,72,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.3,7565.35,1.3801312419030412,3.502476851851852,true,False,true,False
